ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM
C10,부산광역시교육청,남구,교습소,3000020468,에이아이랩코딩로봇교습소,20211124,20211124,개원,        ,99991231,6,9,기타(대),기타(중),,로봇,"로봇 중급반:160000, 로봇 고급반:180000, 로봇 기초반:140000, 로봇:120000",Y,N,부산광역시 남구 용호로198번길 46,", 2층 일부 (용호동, BHI international)",48569,,20260426
C10,부산광역시교육청,남구,학원,3000012826,대연컴퓨터학원,20131029,20131029,개원,        ,99991231,560,25,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 남구 수영로 243-1,", 3층 (대연동, 대연컴퓨터학원)",48445,051-645-0920,20250511
C10,부산광역시교육청,남구,학원,3000020236,에스코딩아카데미학원,20210811,20210811,개원,        ,99991231,140,23,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 남구 전포대로 10,", 6층 (문현동, 신화빌딩)",48415,,20231018
C10,부산광역시교육청,남구,학원,3000019035,에이아이랩로봇코딩학원,20200115,20200115,개원,        ,99991231,15,80,기타(대),기타(중),"자동차,",자동차, ,Y,N,부산광역시 남구 진남로 17-26,", 4층 (대연동)",48439,,20260329
C10,부산광역시교육청,남구,학원,3000013067,즐겨찾기컴퓨터학원,20140113,20140113,개원,        ,99991231,40,0,직업기술,기타(중),,컴퓨터(소), ,Y,N,부산광역시 남구 수영로 201,", 3층 일부 (대연동,올리비아로렌)",608818,051-637-0704,20260215
C10,부산광역시교육청,남구,학원,1000018766,천일컴퓨터학원,19940819,19940819,개원,        ,99991231,140,47,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 남구 용호로 54,401호 4층 (용호동),608832,051-621-2169,20231018
C10,부산광역시교육청,남구,학원,3000017013,튜링랩프로그래밍학원,20180112,20180112,개원,        ,99991231,243,48,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 남구 수영로298번길 9,", 4층 (대연동)",48499,null,20250209
C10,부산광역시교육청,동구,학원,3000032043,(원격)디지털미디어러닝센터학원,20230720,20230720,개원,        ,        ,0,0,직업기술,,"컴퓨터,",, ,Y,N,부산광역시 동구 중앙대로 270,11층 1101호 (초량동),48731,,20250803
C10,부산광역시교육청,동구,학원,3000020152,투원건축아카데미학원,20210629,20210629,개원,        ,99991231,936,12,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 동구 범일로 89-1,", 3층 (범일동)",48735,,20231018
C10,부산광역시교육청,동래구,교습소,3000021708,드림코딩교습소,20230217,20230217,개원,        ,99991231,24,4,기타(대),,코딩A,,"코딩A:100000, 코딩B:130000, 코딩C:150000, 코딩D:200000, 코딩E:250000, 코딩F:300000",Y,N,부산광역시 동래구 시실로 23,"301호(명륜동, 명륜2차아이파크 상가동)",47756,,20231018
C10,부산광역시교육청,동래구,교습소,3000021794,부산코딩스쿨코딩교습소,20230315,20230315,개원,        ,99991231,64,8,기타(대),기타(중),,기타(소), ,Y,N,부산광역시 동래구 사직로 80,", 사직쌍용예가 223동 408호 (사직동)",47863,null,20250817
C10,부산광역시교육청,동래구,교습소,3000014526,안민제이컴퓨터교습소,20150717,20150717,개원,        ,99991231,72,9,기타(대),기타(중),초등반(컴기초/OA자격),컴퓨터(소),"초등반(컴기초/OA자격):40000, 중,고등반(컴기초/OA자격):50000, 초등반(코딩/그래픽,코딩그래픽자격):50000, 중등반(코딩/그래픽,코딩그래픽자격):60000, 초등반1(컴기초/OA자격):170000, 중,고등반1(컴기초/OA자격):200000, 초등반1(코딩/그래픽,코딩래픽자격):200000, 중등반1(코딩/그래픽,코딩래픽자격):220000",Y,N,부산광역시 동래구 안남로 23,", 상가214호 (낙민동, 보림프라자)",607801,051-527-5002,20240922
C10,부산광역시교육청,동래구,교습소,3000021245,코딩앤플레이코딩교습소,20221005,20221005,개원,        ,99991231,56,8,기타(대),기타(중),코딩1,기타(소),"코딩1:98000, 코딩2:176000, 디지털기초:120000, 코딩자격증1:98000, 코딩자격증2:176000",Y,N,부산광역시 동래구 명장로 65,", 상가1동 213호 (명장동, e편한세상동래명장)",47767,null,20260308
C10,부산광역시교육청,동래구,학원,1000028335,경원컴퓨터학원,19910119,19910119,개원,        ,99991231,620,68,종합(대),,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 동래구 석사로 18,", 4층 (사직동)",47866,051-501-3536,20240218
C10,부산광역시교육청,동래구,학원,1000031229,남산컴퓨터학원,19970424,19890218,개원,        ,99991231,140,118,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 동래구 명륜로 105,", 501호 (명륜동, 동일빌딩)",607804,051-555-8875,20260208
C10,부산광역시교육청,동래구,학원,1000027769,내성컴퓨터학원,20011109,19881008,개원,        ,99991231,160,20,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,부산광역시 동래구 충렬대로271번길 60, (2층) (칠산동),607030,051-553-1119,20240526
C10,부산광역시교육청,동래구,학원,3000019426,녹색환경기술학원,20130107,20130107,개원,        ,99991231,1470,60,종합(대),,"국토개발,농림,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 동래구 명륜로138번길 34,", 1층,2층,3층 (명륜동)",47809,051-531-7175,20260405
C10,부산광역시교육청,동래구,학원,3000010130,동래컴퓨터학원,20110311,20110311,개원,        ,99991231,392,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 동래구 충렬대로 250-1,", 3층 (수안동,한일약국)",607824,051-521-3033,20250406
C10,부산광역시교육청,동래구,학원,3000034509,로보로보코딩랩학원,20240313,20240313,개원,        ,        ,0,0,기타(대),기타(중),기타(소),기타(소), ,Y, ,부산광역시 동래구 석사로 46,", 5층 일부(사직동)",47858,051-505-5369,20260329
C10,부산광역시교육청,동래구,학원,3000021833,상상코딩학원,20230323,20230323,개원,        ,99991231,20,75,기타(대),기타(중),,기타(소), ,Y,N,부산광역시 동래구 아시아드대로 203,", 3층 (온천동)",47852,,20231018
C10,부산광역시교육청,동래구,학원,1000007100,새부산컴퓨터전산회계학원,19950703,19950703,개원,        ,99991231,1260,60,종합(대),,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 동래구 명륜로 74,", 2층, 3층 (수안동)",47877,051-503-0022,20260201
C10,부산광역시교육청,동래구,학원,3124,아엠포유컴퓨터영재학원,20040116,20040116,개원,        ,99991231,165,141,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,부산광역시 동래구 충렬대로 116,", 2층 (온천동, 건축자재전시장)",607842,051-505-8805,20231018
C10,부산광역시교육청,동래구,학원,3000021024,컴신컴퓨터학원,20220621,20220621,개원,        ,99991231,1978,86,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,부산광역시 동래구 쇠미로81번길 33,", 305호, 306호, 307호 (사직동, 한신아파트상가동)",47872,,20231018
C10,부산광역시교육청,동래구,학원,3000035922,코더스아이티학원,20260116,20260116,개원,        ,        ,32,0,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,부산광역시 동래구 아시아드대로 109,", 10층(사직동)",47876,051-505-3432,20260201
C10,부산광역시교육청,동래구,학원,3000035806,코딩멘토원격학원,20251210,20251210,개원,        ,        ,0,0,직업기술,,,, ,Y, ,부산광역시 동래구 온천천로519번길 22,", 1층 108호(안락동)",47905,,20251221
C10,부산광역시교육청,동래구,학원,3000034210,클릭컴퓨터학원,20231109,20231109,개원,        ,        ,0,0,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,부산광역시 동래구 아시아드대로 173-1,", 2층(사직동)",47858,,20260419
C10,부산광역시교육청,부산진구,교습소,9103,ILOVE컴셈틀교습소,20050429,20050429,개원,        ,99991231,24,8,기타(대),기타(중),컴퓨터(초급),컴퓨터(소),"컴퓨터(초급):170000, 컴퓨터(중급):250000, 컴퓨터(고급):350000",Y,N,부산광역시 부산진구 당감서로80번길 19,", 208호 (부암동, 화승주상가)",47143,051-441-0880,20260426
C10,부산광역시교육청,부산진구,교습소,3000021417,연지컴퓨터교습소,20221206,20221206,개원,        ,99991231,54,9,기타(대),기타(중),"컴퓨터(초등,중등)",컴퓨터(소),"컴퓨터(초등,중등):40000, 컴퓨터(초등,중등):80000, 컴퓨터(초등,중등):120000, 컴퓨터(고등):50000, 컴퓨터(고등):100000, 컴퓨터(고등):150000",Y,N,부산광역시 부산진구 동평로183번길 67,", 상가동 101호 일부 (연지동, 연지자이1차아파트)",47110,,20231018
C10,부산광역시교육청,부산진구,학원,1000000457,미래아이컴퓨터학원,19891213,19891213,개원,        ,99991231,975,96,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 가야대로 566,", 3,4층 (가야동)",47329,051-897-1087,20260412
C10,부산광역시교육청,부산진구,학원,3000016973,새부산컴퓨터학원,20171222,20171222,개원,        ,99991231,208,23,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 중앙대로 895,", 4층 일부 (양정동)",47213,,20231018
C10,부산광역시교육청,부산진구,학원,3000015464,서울게임아카데미부산학원,20160530,20160530,개원,        ,99991231,0,126,직업기술,컴퓨터,"게임,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",게임, ,Y,N,부산광역시 부산진구 전포대로199번길 19,", 9~10층 (전포동)",47297,051-819-8291,20260426
C10,부산광역시교육청,부산진구,학원,3000016411,아텐츠아카데미게임학원,20170508,20170508,개원,        ,99991231,180,54,직업기술,컴퓨터,"게임,",게임, ,Y,N,부산광역시 부산진구 중앙대로 668,", 901호~904호 (부전동, 에이원플라자)",47296,051-714-5120,20231018
C10,부산광역시교육청,부산진구,학원,3000013734,에스비에스(SBS)아카데미게임학원,20140925,20140925,개원,        ,99991231,1610,153,직업기술,컴퓨터,,게임, ,Y,N,부산광역시 부산진구 중앙대로 736,", 801호 (부전동)",47245,051-714-3755,20260419
C10,부산광역시교육청,부산진구,학원,15045,에스비에스(SBS)아카데미컴퓨터아트학원,20101013,20101013,개원,        ,99991231,3584,262,종합(대),,"디자인,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 부산진구 중앙대로 736,", 901호 (부전동)",47245,051-714-3464,20260412
C10,부산광역시교육청,부산진구,학원,3000015923,에스에프필름학원,20161121,20161121,개원,        ,99991231,352,11,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 중앙대로 754,", 10층 (부전동)",47245,null,20240324
C10,부산광역시교육청,부산진구,학원,3000016646,엠아카데미컴퓨터아트학원,20170818,20170818,개원,        ,99991231,2122,84,종합(대),,"관광,디자인,어학(성인),컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 부산진구 중앙대로 668,", 1405호~1408호, 1412호~1414호 (부전동, 에이원플라자)",47296,051-792-8200,20260426
C10,부산광역시교육청,부산진구,학원,3000013208,이든아트학원,20140319,20140319,개원,        ,99991231,155,24,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 동평로 197,", 상가202호 (부암동, 마제스타워 서면)",47109,null,20260308
C10,부산광역시교육청,부산진구,학원,3000034855,이지컴퓨터학원,20240829,20240829,개원,        ,        ,0,30,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y, ,부산광역시 부산진구 연수로 10,403호(양정동),47221,,20250803
C10,부산광역시교육청,부산진구,학원,3000021871,젠지이스포츠글로벌아카데미학원,20230403,20230403,개원,        ,99991231,0,18,직업기술,컴퓨터,게임,게임, ,Y,N,부산광역시 부산진구 중앙대로 668,", 710호, 809호 (부전동, 에이원플라자)",47296,051-921-3445,20260111
C10,부산광역시교육청,부산진구,학원,3000016003,지와이지(GYG)기계캐드학원,20161215,20161215,개원,        ,99991231,121,21,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 동평로420번길 5,", 2층 (양정동)",47213,null,20260412
C10,부산광역시교육청,부산진구,학원,3000019720,코리아아이티(IT)아카데미학원,20201229,20201223,개원,        ,99991231,2623,147,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 부산진구 중앙대로 668,", 411호~414호 (부전동, 에이원플라자)",47296,051-914-5910,20260405
C10,부산광역시교육청,북구,교습소,3000035503,구남컴퓨터교습소,20250710,20250710,개원,        ,        ,0,6,기타(대),,,, ,Y, ,부산광역시 북구 구남로 9,"(구포동,성림누리아라아파트) 제201동 상가 2층 2호",46650,,20250803
C10,부산광역시교육청,북구,교습소,3000010070,미래로봇코딩교습소,20110314,20110314,개원,        ,99991231,16,8,기타(대),기타(중),로봇코딩(기초반),기타(소),"로봇코딩(기초반):150000, 로봇코딩(심화반):200000",Y,N,부산광역시 북구 금곡대로285번길 16,", 402호 일부 (화명동, 메인플라자)",46526,051-361-7709,20231018
C10,부산광역시교육청,북구,교습소,3000021308,부산코딩스쿨코딩교습소,20221014,20221014,개원,        ,99991231,27,9,기타(대),기타(중),,컴퓨터(소), ,Y,N,부산광역시 북구 학사로17번길 19,", 104호 (화명동, 중도빌딩)",46542,null,20250914
C10,부산광역시교육청,북구,교습소,3000013565,장원아카데미컴퓨터교습소,20140714,20140714,개원,        ,99991231,39,9,기타(대),기타(중),사무자동화,컴퓨터(소),"사무자동화:110000, 프로그래밍:120000, 디지털 디자인:120000, 영상 디자인:120000, 기계 설계:120000",Y,N,부산광역시 북구 금곡대로303번길 62,", 302호 (화명동,장원아카데미)",616852,null,20250330
C10,부산광역시교육청,북구,학원,1000023796,덕천금화컴퓨터학원,20001211,20001211,개원,        ,99991231,610,89,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,Y,N,부산광역시 북구 금곡대로 22,", 6층일부, 7층 (덕천동)",46547,051-331-0550,20231018
C10,부산광역시교육청,북구,학원,3000015648,덕천미래컴퓨터학원,20160805,20160805,개원,        ,99991231,2353,155,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 북구 만덕대로 33,", 5층 일부, 6층 일부 (덕천동, 삼원빌딩)",46548,051-3411-600,20250601
C10,부산광역시교육청,북구,학원,3000017478,성원회계컴퓨터학원,20180615,20180615,개원,        ,99991231,132,87,종합(대),,"전산회계,컴퓨터",, ,Y,N,부산광역시 북구 만덕대로39번길 20,", 2층 (덕천동)",46548,null,20260412
C10,부산광역시교육청,북구,학원,3000019368,온컴퓨터학원,20200616,20200616,개원,        ,99991231,280,49,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,부산광역시 북구 화명신도시로 132,", 501호 일부 (화명동, 위너스타워)",46525,null,20240421
C10,부산광역시교육청,북구,학원,9330,장원아카데미컴퓨터학원,20061019,20061019,개원,        ,99991231,54,54,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 북구 금곡대로303번길 62,", 장원아카데미빌딩 302호 (화명동, 장원아카데미)",46524,051-361-5077,20250413
C10,부산광역시교육청,북구,학원,3000035359,지니어스코딩학원,20250428,20250428,개원,        ,        ,200,46,기타(대),,,, ,Y,N,부산광역시 북구 화명대로 35,신호타워 804호,46525,,20250504
C10,부산광역시교육청,사상구,학원,1000023609,미래컴퓨터학원,20000404,20000404,개원,        ,99991231,3144,300,종합(대),,"유통,전산회계,직업상담,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 사상구 사상로 200,", 8층 (괘법동, 엠시티빌딩)",46968,051-305-7766,20250525
C10,부산광역시교육청,사상구,학원,3000035435,배움잇원격학원,20250609,20250609,개원,        ,        ,9999,9999,종합(대),,"경영,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어),행정",, ,Y, ,부산광역시 사상구 운산로 25,", 101동 105호 (삼락동,동양한신아파트)",46915,,20250622
C10,부산광역시교육청,사상구,학원,3000021074,잼코딩사상점학원,20220707,20220705,개원,        ,99991231,56,45,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,부산광역시 사상구 운산로 52,", 4층 일부 (괘법동, 한사랑 약국)",46963,,20231018
C10,부산광역시교육청,사하구,교습소,3000036010,스마트에이아이(AI)코딩교습소,20260223,20260223,개원,        ,        ,0,9,기타(대),,,, ,Y, ,부산광역시 사하구 괴정로 166,"302동 217호(괴정동,힐스테이트 사하역)",49406,010-3797-9985,20260308
C10,부산광역시교육청,사하구,학원,1000011844,명성컴퓨터학원,19960304,19960304,개원,        ,99991231,275,35,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 사하구 낙동대로 443,", 3층 전부 (하단동)",49408,051-293-6341,20250406
C10,부산광역시교육청,사하구,학원,1000013389,사하드림컴퓨터학원,20000331,20000331,개원,        ,99991231,580,25,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 사하구 낙동대로 237,", 3층일부 (괴정동)",49380,051-206-4965,20260201
C10,부산광역시교육청,사하구,학원,3000034148,사하블록코딩센터창의로봇학원,20230817,20230817,개원,        ,        ,0,142,기타(대),,,, ,Y, ,부산광역시 사하구 낙동대로 301,", 208호·110호 전부(괴정동, 일동지에닌)",49401,,20240505
C10,부산광역시교육청,사하구,학원,1000013368,아엠포유컴퓨터학원,20000229,20000229,개원,        ,99991231,120,36,기타(대),,"컴퓨터(소),",, ,Y,N,부산광역시 사하구 감천로 24,", 상가동 202,203호 (감천동, 감천유림1차아파트)",49446,051-291-2460,20231018
C10,부산광역시교육청,사하구,학원,1000013306,한맥컴퓨터학원,19991216,19991216,개원,        ,99991231,40,14,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 사하구 승학로 215,", 3층 (괴정동)",49321,051-291-2625,20250914
C10,부산광역시교육청,서구,교습소,3000022037,나로코딩컴퓨터교습소,20230621,20230621,개원,        ,        ,0,0,정보,,초급컴퓨터,,"초급컴퓨터:160000, 중급컴퓨터1:12000, 중급컴퓨터2:240000, 고급컴퓨터1:140000, 고급컴퓨터2:280000",Y,N,부산광역시 서구 부용로32번길 27-12,2층,49233,,20250504
C10,부산광역시교육청,서구,학원,3000014643,대신컴퓨터학원,20150827,20150827,개원,        ,99991231,240,25,직업기술,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,Y,N,부산광역시 서구 구덕로345번길 20,", 3층전부 (서대신동3가)",49226,051-244-7887,20231018
C10,부산광역시교육청,서구,학원,1000011488,은성컴퓨터학원,19891006,19891006,개원,        ,99991231,90,100,기타(대),,"컴퓨터(소),",, ,Y,N,부산광역시 서구 구덕로 130,", 304호 (토성동5가, 해오름아파트)",49246,051-247-4154,20231018
C10,부산광역시교육청,수영구,학원,3000017330,디랩코딩남천학원,20180416,20180416,개원,        ,99991231,160,50,기타(대),보통교과,,보습, ,Y,N,부산광역시 수영구 남천동로16번길 5,", 2층 (남천동)",48308,051-625-1020,20260201
C10,부산광역시교육청,수영구,학원,3000014505,재능컴퓨터학원,20150708,20150708,개원,        ,99991231,10,58,직업기술,컴퓨터,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 수영구 금련로7번길 16,", 2층 (망미동, 서원유통장터슈퍼)",613825,051-861-0961,20231018
C10,부산광역시교육청,연제구,교습소,3000034710,스마트컴퓨터교습소,20240619,20240619,개원,        ,        ,0,0,기타(대),기타(중),초등 주1회,컴퓨터(소),"초등 주1회:120000, 초등 주2회:130000, 초등 주3회:160000, 초등 주4회:190000, 초등 주5회:200000, 중둥 일반 주 2회:160000, 중등 일반 주 3회:200000, 중등 일반 주 4회:250000, 중등 일반 주 5회:300000, 컴활 2급:250000, 컴활 1급:300000, 워드 1급:250000, 프로그래밍 기능사:250000, 파이썬:150000",Y, ,부산광역시 연제구 교대로 9,", 2층(거제동, B동)",47506,,20260412
C10,부산광역시교육청,연제구,교습소,3000034388,코딩하루코딩교습소,20240124,20240124,개원,        ,        ,0,0,기타(대),기타(중),코딩1-1,기타(소),"코딩1-1:30000, 코딩1-2:60000, 코딩1-3:90000, 코딩1-4:120000, 코딩1-5:150000, 코딩2-1:37500, 코딩2-2:75000, 코딩2-3:112500, 코딩2-4:150000, 코딩2-5:187500, 코딩3-1:45000, 코딩3-2:90000, 코딩3-3:135000, 코딩3-4:180000, 코딩3-5:225000, 코딩4-1:60000, 코딩4-2:120000, 코딩4-3:180000, 코딩4-4:240000, 코딩4-5:300000",Y, ,부산광역시 동래구 충렬대로75번길 10,", 1203호(온천동, 동래아크롤폴리스)",47724,,20250803
C10,부산광역시교육청,연제구,교습소,3000020099,플레이코딩컴퓨터교습소,20210531,20210531,개원,        ,99991231,84,7,기타(대),기타(중),초등컴퓨터주2회,컴퓨터(소),"초등컴퓨터주2회:128000, 초등컴퓨터주3회:192000, 초등컴퓨터주4회:256000, 초등컴퓨터주5회:320000, 중등컴퓨터주2회:144000, 중등컴퓨터주3회:216000, 중등컴퓨터주4회:288000, 중등컴퓨터주5회:360000, 고등컴퓨터주2회:160000, 고등컴퓨터주3회:240000, 고등컴퓨터주4회:320000, 고등컴퓨터주5회:400000",Y,N,부산광역시 연제구 황령산로 615,", 연산롯데캐슬골드포레 상가 401동 204호 (연산동)",47608,010-7522-0585,20231018
C10,부산광역시교육청,연제구,학원,1000030928,연산점새부산회계컴퓨터학원,19990312,19990312,개원,        ,99991231,220,206,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 연제구 중앙대로 1108,", 303호(연산동, 새연산빌딩)",47520,051-513-3167,20260201
C10,부산광역시교육청,영도구,학원,3000011023,영도웹컴퓨터학원,20181018,20181018,개원,        ,99991231,10,64,기타(대),,"컴퓨터(소),",, ,Y,N,부산광역시 영도구 동삼로 84,", 4층 전부 (동삼동, 태종대신협)",49097,051-404-2966,20231018
C10,부산광역시교육청,중구,학원,10710,중앙컴퓨터회계학원,20071129,20071129,개원,20111230,20120227,1026,86,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,부산광역시 중구 구덕로 83,", 4층일부 (남포동6가)",48982,051-412-9361,20241124
C10,부산광역시교육청,해운대구,교습소,3000017467,디놀코딩컴퓨터교습소,20180612,20180612,개원,        ,99991231,99,9,기타(대),기타(중),심화B,컴퓨터(소),"심화B:260000, 컴퓨터초급A:110000, 컴퓨터초급B:130000, 컴퓨터초급C:160000, 코딩초급A:120000, 코딩초급B:140000, 코딩초급C:170000, 중·고 중급A:160000, 중·고 중급B:180000, 중·고 고급A:180000, 중·고 고급B:200000, 심화A:240000",Y,N,부산광역시 해운대구 반여로 131,", 209호 일부 (반여동)",48037,051-783-7959,20251207
C10,부산광역시교육청,해운대구,교습소,3000017167,실전영어교습소,20180312,20180312,개원,        ,99991231,98,7,입시.검정 및 보습,기타(중),,컴퓨터(소), ,Y,N,부산광역시 해운대구 선수촌로 122,", 205호 (반여동, 아시아선수촌아파트종합상가)",48037,051-523-5078,20260308
C10,부산광역시교육청,해운대구,교습소,3000020515,제니스IT(아이티)디지털컴퓨터교습소,20211207,20211207,개원,        ,99991231,99,9,기타(대),,"코딩,웹툰,영상편집A(초등)",,"코딩,웹툰,영상편집A(초등):130000, 코딩,웹툰,영상편집B(초등):180000, 코딩,웹툰,영상편집A(중,고등):160000, 코딩,웹툰,영상편집B(중,고등):320000, 코딩,웹툰,영상편집C(초등):260000, 코딩,웹툰,영상편집D(초등):390000, 한글, 파워포인트, 엑셀 A(초,중,고):130000, 한글, 파워포인트, 엑셀 B(초,중,고):180000, 한글, 파워포인트, 엑셀, 포토샵, 일러스트, 영상편집(성인반):500000",Y,N,부산광역시 해운대구 마린시티2로 33,", 104동 434호 (우동, 해운대두산위브더제니스)",48119,,20231018
C10,부산광역시교육청,해운대구,학원,3000018620,101코딩랩컴학원,20190719,20190719,개원,        ,99991231,82,13,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,부산광역시 해운대구 양운로 98,", 307호, 308호 (좌동, 대하프라자)",48106,,20231018
C10,부산광역시교육청,해운대구,학원,3000015878,꿈이있는이컴퓨터학원,20161110,20161110,개원,        ,99991231,160,30,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,부산광역시 해운대구 좌동순환로 78,", 5층일부 (좌동, 건우빌딩)",48083,051-7433-544,20251207
C10,부산광역시교육청,해운대구,학원,3000036008,더마린코딩학원,20260311,20260311,개원,        ,        ,67,67,기타(대),,,, ,Y, ,부산광역시 해운대구 마린시티2로 2,1701호(우동),48092,,20260315
C10,부산광역시교육청,해운대구,학원,3000011803,디랩코딩해운대학원,20120921,20120921,개원,        ,99991231,183,100,종합(대),,기타(소),, ,N,N,부산광역시 해운대구 세실로 79,", 7층 일부(오른편) (좌동, 부산해운대대교사옥)",48106,051-959-4100,20260315
C10,부산광역시교육청,해운대구,학원,3000035180,에이아이랩로봇이(e)코딩학원,20250210,20250210,개원,        ,        ,71,71,기타(대),기타(중),기타(소),기타(소), ,Y, ,부산광역시 해운대구 반여로 131,"126호, 207호(반여동, 아시아선수촌프레스센터상가)",48037,,20260308
C10,부산광역시교육청,해운대구,학원,3000034613,윈스사이버보안훈련학원,20240502,20240501,개원,        ,        ,87,26,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,부산광역시 해운대구 센텀중앙로 78,"306호,307호(우동,센텀그린타워 )",48059,051-926-2650,20240519
